номер,обоснование,наименование,ед_изм,кол_на_ед,коэф1,всего_коэф,база_ед,индекс,тек_ед,коэф2,всего_руб,row_index,раздел,вид_работ,тип_работы,категория
,4,М,,,,,,,,,72.0,2120,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,01.7.03.04-0001,Электроэнергия,кВт-ч,5.91,,8.5104,,,8.46,,72.0,2121,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
"П,Н",01.7.17.09,"Сверла, буры",шт,0.0,,0.0,,,,,,2122,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
,,Итого прямые затраты,,,,,,,,,2847.73,2123,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,,ФОТ,,,,,,,,,2775.73,2124,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,Пр/812-040.1-1,"НР Работы по реконструкции зданий и сооружений: усиление и замена существующих конструкций, возведение отдельных конструктивных элементов",%,103.0,,103.0,,,,,2859.0,2125,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,Пр/774-040.1,"СП Работы по реконструкции зданий и сооружений: усиление и замена существующих конструкций, возведение отдельных конструктивных элементов",%,59.0,,59.0,,,,,1637.68,2126,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,,Всего по позиции,,,,,,,5100.28,,7344.41,2127,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
259,ГЭСН46-03-013-58,На каждые 10 мм изменения глубины сверления добавлять или исключать: к норме 46-03-013-45( до глубины 80мм),100 отверстий,-1.44,1.0,-1.44,,,,,,2128,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
,,Объем=(-(24*3+24*3)) / 100,,,,,,,,,,2129,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,до глубины 80мм,80мм-200мм=-120мм/10мм=-12 ПЗ=12 (ОЗП=12; ЭМ=12 к расх.; ЗПМ=12; МАТ=12 к расх.; ТЗ=12; ТЗМ=12),,,,,,,,,,2130,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,1,ОТ(ЗТ),чел.-ч,,,-3.6288,,,,,-1262.6,2131,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,услуги,монтажные работы
,1-100-30,"Средний разряд работы 3,0",чел.-ч,0.21,12.0,-3.6288,,,347.94,,-1262.6,2132,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,услуги,монтажные работы
,4,М,,,,,,,,,-41.66,2133,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,01.7.03.04-0001,Электроэнергия,кВт-ч,0.285,12.0,-4.9248,,,8.46,,-41.66,2134,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
"П,Н",01.7.17.09,"Сверла, буры",шт,0.0,12.0,0.0,,,,,,2135,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
,,Итого прямые затраты,,,,,,,,,-1304.26,2136,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,,ФОТ,,,,,,,,,-1262.6,2137,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,Пр/812-040.1-1,"НР Работы по реконструкции зданий и сооружений: усиление и замена существующих конструкций, возведение отдельных конструктивных элементов",%,103.0,,103.0,,,,,-1300.48,2138,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,Пр/774-040.1,"СП Работы по реконструкции зданий и сооружений: усиление и замена существующих конструкций, возведение отдельных конструктивных элементов",%,59.0,,59.0,,,,,-744.93,2139,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,,Всего по позиции,,,,,,,2326.16,,-3349.67,2140,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
260,ФСБЦ-01.7.17.09-1008,"Бур с наконечником из твердого сплава, с хвостовиком SDS-max для ударного сверления отверстий в твердых материалах, общая длина 920 мм, диаметр 20 мм",шт,3.63,1.0,3.63,907.31,1.24,1125.06,,4083.97,2141,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,материалы,монтажные работы
,,"(Работы по реконструкции зданий и сооружений: усиление и замена существующих конструкций, возведение отдельных конструктивных элементов)",,,,,,,,,,2142,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
,,"Объем=144*2,52/100",,,,,,,,,,2143,Раздел 10. Адаптация лестницы на 5-й этаж,Монтажные работы,,монтажные работы
